Date,Open,High,Low,Close,Volume
20180119 142400,1.22351,1.22353,1.22342,1.22353,0
20180119 152400,1.22314,1.22319,1.22305,1.22307,0
20180119 162400,1.22188,1.22188,1.22171,1.22173,0
20180121 172400,1.22603,1.22605,1.22598,1.22598,0
20180121 182400,1.2246,1.22477,1.22458,1.2246,0
20180121 192400,1.22465,1.22467,1.22453,1.22462,0
20180121 202400,1.22369,1.22369,1.22317,1.22317,0
20180121 212400,1.22371,1.22372,1.22348,1.22354,0
20180121 222400,1.22294,1.22294,1.22278,1.22279,0
20180121 232400,1.22206,1.22218,1.22191,1.22198,0
20180122 002400,1.22218,1.22223,1.22218,1.22222,0
20180122 012400,1.22205,1.22211,1.22186,1.22196,0
20180122 022400,1.22245,1.22297,1.22245,1.22282,0
20180122 032400,1.22415,1.22421,1.22409,1.2241,0
20180122 042400,1.22492,1.22492,1.22477,1.22478,0
20180122 052400,1.22588,1.22618,1.22588,1.22608,0
20180122 062400,1.22581,1.22583,1.22563,1.22563,0
20180122 072400,1.22484,1.22484,1.22482,1.22482,0
20180122 082400,1.22433,1.22456,1.22431,1.2245,0
20180122 092400,1.22472,1.22483,1.22466,1.22483,0
20180122 102400,1.22446,1.22457,1.22442,1.2245,0
20180122 112400,1.22491,1.22496,1.22481,1.22491,0
20180122 122400,1.22318,1.22321,1.22308,1.2232,0
20180122 132400,1.22446,1.22455,1.22444,1.2245,0
20180122 142400,1.22515,1.22528,1.22515,1.22528,0
20180122 152400,1.2258,1.22583,1.22576,1.22583,0
20180122 162500,1.22577,1.22577,1.22576,1.22577,0
20180122 172500,1.22626,1.22626,1.22618,1.22624,0
20180122 182500,1.22557,1.22557,1.22554,1.22554,0
20180122 192600,1.226,1.22608,1.22596,1.22607,0
20180122 202600,1.22697,1.22701,1.22693,1.22697,0
20180122 212600,1.22524,1.22537,1.22524,1.22537,0
20180122 222600,1.22608,1.22613,1.22584,1.22598,0
20180122 232600,1.22597,1.22597,1.22587,1.22592,0
20180123 002700,1.22536,1.22542,1.22535,1.22539,0
20180123 012700,1.22659,1.22659,1.22654,1.22654,0
20180123 022700,1.22484,1.22505,1.22484,1.22494,0
20180123 032700,1.22347,1.22358,1.22347,1.22355,0
20180123 042700,1.22359,1.2236,1.22347,1.2235,0
20180123 052700,1.22484,1.22484,1.22464,1.22481,0
20180123 062700,1.22498,1.22498,1.22477,1.22484,0
20180123 072700,1.22416,1.22416,1.22389,1.22389,0
20180123 082700,1.22531,1.22555,1.22531,1.22555,0
20180123 092700,1.22598,1.22611,1.22594,1.2261,0
20180123 102700,1.22925,1.22929,1.2291,1.22923,0
20180123 112700,1.22757,1.2278,1.22756,1.22775,0
20180123 122700,1.22875,1.22875,1.2285,1.22853,0
20180123 132700,1.2281,1.22811,1.22802,1.22804,0
20180123 142700,1.22864,1.22864,1.22855,1.22861,0
20180123 152700,1.22906,1.22906,1.22901,1.22901,0
20180123 162700,1.22985,1.22987,1.2298,1.2298,0
20180123 172700,1.22969,1.22976,1.22968,1.22976,0
20180123 182700,1.22979,1.22979,1.22967,1.22967,0
20180123 192700,1.23104,1.23106,1.2309,1.2309,0
20180123 202700,1.22995,1.23021,1.22993,1.23018,0
20180123 212700,1.23078,1.23119,1.23075,1.23105,0
20180123 222700,1.23058,1.23072,1.23056,1.2306,0
20180123 232700,1.23234,1.23234,1.23222,1.23225,0
20180124 002700,1.23168,1.23168,1.23158,1.23162,0
20180124 012700,1.23191,1.23203,1.23191,1.23203,0
20180124 022700,1.23161,1.23169,1.23132,1.23132,0
20180124 032700,1.23184,1.23203,1.23175,1.23177,0
20180124 042700,1.23455,1.2346,1.23436,1.23445,0
20180124 052700,1.23368,1.23392,1.23367,1.23391,0
20180124 062700,1.23313,1.23318,1.23299,1.23308,0
20180124 072700,1.23363,1.23372,1.23361,1.23366,0
20180124 082700,1.23642,1.23647,1.23615,1.23633,0
20180124 092700,1.23777,1.23784,1.23771,1.23784,0
20180124 102700,1.23901,1.23914,1.23898,1.23902,0
